OG	FlyBase	HAv3.1	Pair_consistency	Behavior_means	MeanAncSol	MeanSolLoss	MeanSoc
10939	crp	crp	pairfail	acl	0.387400537418	0.465074213928	0.41985095114
11052	slo	LOC413994	pairfail	alc	0.0766425557563	0.28894469765	0.4949100227
11106	Erk7	erk7	pairfail	alc	0.556279492749	0.579132797985	0.633763299084
11686	NA	LOC726131	pairfail	lac	0.698150154021	0.455276350802	0.769564610011
11709	Dmel\\CG11178	LOC551701	pairfail	lca	0.824210613551	0.400809652185	0.798269015348
11726	Dcr-1	Dcr-1	pairfail	alc	0.414228260375	0.69335819324	0.884331987732
12239	NA	LOC725964	pairwise	lac	0.395473087295	0.169784270959	0.520517606205
12309	BcDNA:GM12126	NA	pairfail	alc	0.36193081338	0.538008253835	0.779057150119
12552	usp	USP	pairfail	lca	0.660260637685	0.32722989285	0.652005610463
12747	lama	LOC410007	pairfail	alc	0.204839192448	0.30886164705	0.514279526205
12925	Nop60B	LOC413805	pairfail	lac	0.605988324144	0.377687723193	0.654948082893
12944	RpL5	RpL5	pairwise	alc	0.549465219764	0.720046158737	0.903034107071
13135	A0A1B2AK09_DROME	LOC552476	pairwise	alc	0.73398764117	0.760149912731	0.841665557415
13194	KrT95D	LOC725093	pairwise	lac	0.424312921542	0.213226615172	0.773098487784
13217	NA	LOC100576157	pairwise	alc	0.259794972557	0.532067653521	0.863740899049
13330	NA	NA	pairfail	lac	0.739200290343	0.630176392969	0.795882359349
13382	CG40500-PA	LOC725803	pairwise	alc	0.14026061663	0.283068311915	0.685780463552
13452	NA	LOC100576304	pairfail	alc	0.378543704561	0.501998292537	0.758043132333
13523	fws	LOC552540	pairwise	lac	0.586170289294	0.398349955569	0.709858218759
13556	l(1)G0004	LOC725734	pairfail	alc	0.623741473214	0.630696898864	0.849088817265
13607	FBpp0303419	LOC100576384	pairwise	lca	0.714623601027	0.349368826744	0.656071858633
13608	Dmel\\CG8028	LOC408272	pairwise	lca	0.778195405556	0.427828653557	0.751265285553
13736	HIPP1	LOC409395	pairfail	lac	0.794154246562	0.514668913411	0.797135823817
13808	snz	LOC727331	pairfail	alc	0.546761884519	0.617462116589	0.777695083439
13810	E(z)	E(z)	pairfail	lac	0.562566265433	0.369060445707	0.824370123763
13844	su(r)	LOC410207	pairfail	lac	0.539694415023	0.535243975099	0.811936512153
13879	Toll-6	Toll-6	pairfail	lac	0.37674743325	0.127720424121	0.549343749358
14131	Smn	LOC100577491	pairfail	lca	0.765683794446	0.467112839342	0.709982221557
14140	Cht5	Cht5	pairwise	alc	0.471004194862	0.596620535341	0.850189114293
14215	Q5BI03_DROME	LOC411753	pairfail	lac	0.78779482966	0.696333079508	0.884498605091
14590	NA	LOC550935	pairfail	lac	0.555397066996	0.448789478782	0.6997155727
14623	Chchd2	LOC408308	pairfail	lac	0.362111594754	0.329418853092	0.669566098423
14896	NA	LOC412309	pairfail	lac	0.49154227237	0.339487734119	0.564874825356
14930	NA	LOC102654289	pairwise	lac	0.568077134344	0.444246393065	0.724382218769
